"동별","가구원수별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"용산2가동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","411","","","","",
"용산2가동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","117","","","","",
"용산2가동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"용산2가동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"남영동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3789","","","","",
"남영동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2382","","","","",
"남영동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","759","","","","",
"남영동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","364","","","","",
"남영동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","206","","","","",
"남영동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","68","","","","",
"남영동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9","","","","",
"남영동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"청파동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9829","","","","",
"청파동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5218","","","","",
"청파동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2251","","","","",
"청파동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1244","","","","",
"청파동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","839","","","","",
"청파동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","202","","","","",
"청파동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","61","","","","",
"청파동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","14","","","","",
"원효로1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6919","","","","",
"원효로1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2735","","","","",
"원효로1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1861","","","","",
"원효로1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1296","","","","",
"원효로1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","841","","","","",
"원효로1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","154","","","","",
"원효로1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","28","","","","",
"원효로1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"원효로2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5443","","","","",
"원효로2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1601","","","","",
"원효로2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1481","","","","",
"원효로2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1195","","","","",
"원효로2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","916","","","","",
"원효로2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","196","","","","",
"원효로2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","39","","","","",
"원효로2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"효창동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3922","","","","",
"효창동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1082","","","","",
"효창동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1136","","","","",
"효창동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","854","","","","",
"효창동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","650","","","","",
"효창동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","157","","","","",
"효창동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","33","","","","",
"효창동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"용문동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4937","","","","",
"용문동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1576","","","","",
"용문동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1392","","","","",
"용문동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1079","","","","",
"용문동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","692","","","","",
"용문동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","162","","","","",
"용문동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","32","","","","",
"용문동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"한강로동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8785","","","","",
"한강로동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3755","","","","",
"한강로동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2434","","","","",
"한강로동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1463","","","","",
"한강로동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","901","","","","",
"한강로동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","181","","","","",
"한강로동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","43","","","","",
"한강로동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8","","","","",
"이촌1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8975","","","","",
"이촌1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1212","","","","",
"이촌1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2594","","","","",
"이촌1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2621","","","","",
"이촌1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2052","","","","",
"이촌1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","403","","","","",
"이촌1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","79","","","","",
"이촌1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","14","","","","",
"이촌2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3302","","","","",
"이촌2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","803","","","","",
"이촌2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1102","","","","",
"이촌2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","812","","","","",
"이촌2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","442","","","","",
"이촌2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","119","","","","",
"이촌2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"이촌2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"이태원1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3105","","","","",
"이태원1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1479","","","","",
"이태원1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","845","","","","",
"이태원1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","471","","","","",
"이태원1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","226","","","","",
"이태원1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","61","","","","",
"이태원1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19","","","","",
"이태원1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"이태원2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4144","","","","",
"이태원2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1874","","","","",
"이태원2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1139","","","","",
"이태원2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","632","","","","",
"이태원2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","359","","","","",
"이태원2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","109","","","","",
"이태원2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","26","","","","",
"이태원2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5","","","","",
"한남동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9435","","","","",
"한남동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4154","","","","",
"한남동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2656","","","","",
"한남동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1491","","","","",
"한남동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","838","","","","",
"한남동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","243","","","","",
"한남동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","39","","","","",
"한남동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","14","","","","",
"서빙고동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4701","","","","",
"서빙고동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1178","","","","",
